Record ID,Implementation Name,Implementation Type,Implementation pipeline stage,Time in current stage,Date entered current stage,PO Date,Implementation Live/Complete,Duration between PO date and Live/Complete Date,Estimated Go-Live Date,Object create date/time,"Date entered ""Not Started (Implementation Pipeline)""","Date exited ""Not Started (Implementation Pipeline)""","Date entered ""Pending Sales Purchase Review (Implementation Pipeline)""","Date exited ""Pending Sales Purchase Review (Implementation Pipeline)""","Date entered ""Pending Kickoff Call (Implementation Pipeline)""","Date exited ""Pending Kickoff Call (Implementation Pipeline)""","Date entered ""Pending Technical Readiness (Implementation Pipeline)""","Date exited ""Pending Technical Readiness (Implementation Pipeline)""","Date entered ""Pending Server Tour (Implementation Pipeline)""","Date exited ""Pending Server Tour (Implementation Pipeline)""","Date entered ""Pending Server/Remote Access (Implementation Pipeline)""","Date exited ""Pending Server/Remote Access (Implementation Pipeline)""","Date entered ""Pending Software Installation (Implementation Pipeline)""","Date exited ""Pending Software Installation (Implementation Pipeline)""","Date entered ""Software Installation Completed (Implementation Pipeline)""","Date exited ""Software Installation Completed (Implementation Pipeline)""","Date entered ""Network Testing (Implementation Pipeline)""","Date exited ""Network Testing (Implementation Pipeline)""","Date entered ""Network Testing Completed (Implementation Pipeline)""","Date exited ""Network Testing Completed (Implementation Pipeline)""","Date entered ""In Progress (Implementation Pipeline)""","Date exited ""In Progress (Implementation Pipeline)""","Date entered ""In Training (Implementation Pipeline)""","Date exited ""In Training (Implementation Pipeline)""","Date entered ""Waiting on Customer (Implementation Pipeline)""","Date exited ""Waiting on Customer (Implementation Pipeline)""","Date entered ""Waiting on GD (Implementation Pipeline)""","Date exited ""Waiting on GD (Implementation Pipeline)""","Date entered ""On-hold (Implementation Pipeline)""","Date exited ""On-hold (Implementation Pipeline)""","Date entered ""Go-Live Scheduled (Implementation Pipeline)""","Date exited ""Go-Live Scheduled (Implementation Pipeline)""","Date entered ""Implementation Live/Complete (Implementation Pipeline)""","Date exited ""Implementation Live/Complete (Implementation Pipeline)"""
33000062,Implementation 33000062,CAREpoint,Pending Server/Remote Access,2160000000,2026-06-06T00:00:00Z,03/13/2026,,,07/11/2026,2026-03-11T00:00:00Z,2026-03-11T00:00:00Z,2026-03-21T00:00:00Z,,,2026-03-21T00:00:00Z,2026-04-08T00:00:00Z,,,2026-04-08T00:00:00Z,2026-04-25T00:00:00Z,2026-06-06T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000063,Implementation 33000063,CAREpoint;e-Bridge,Pending Server/Remote Access,2246400000,2026-06-05T00:00:00Z,05/22/2026,,,09/19/2026,2026-05-14T00:00:00Z,2026-05-14T00:00:00Z,2026-05-26T00:00:00Z,,,,,2026-05-26T00:00:00Z,2026-06-02T00:00:00Z,,,2026-06-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000064,Implementation 33000064,e-Bridge,Pending Server/Remote Access,2332800000,2026-06-04T00:00:00Z,06/03/2026,,,10/01/2026,2026-05-17T00:00:00Z,2026-05-17T00:00:00Z,2026-05-23T00:00:00Z,,,,,,,2026-05-23T00:00:00Z,2026-05-29T00:00:00Z,2026-06-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000065,Implementation 33000065,CAREpoint;e-Bridge,Pending Server/Remote Access,2419200000,2026-06-03T00:00:00Z,05/19/2026,,,09/16/2026,2026-05-09T00:00:00Z,,,,,,,,,2026-05-09T00:00:00Z,2026-05-22T00:00:00Z,2026-06-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000066,Implementation 33000066,e-Bridge,Pending Server/Remote Access,2505600000,2026-06-02T00:00:00Z,04/08/2026,,,08/06/2026,2026-03-31T00:00:00Z,,,2026-03-31T00:00:00Z,2026-04-04T00:00:00Z,,,,,2026-04-04T00:00:00Z,2026-04-16T00:00:00Z,2026-06-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000067,Implementation 33000067,CAREpoint,Pending Server/Remote Access,2592000000,2026-06-01T00:00:00Z,05/15/2026,,,09/12/2026,2026-04-25T00:00:00Z,2026-04-25T00:00:00Z,2026-05-07T00:00:00Z,2026-05-07T00:00:00Z,2026-05-12T00:00:00Z,,,2026-05-12T00:00:00Z,2026-05-22T00:00:00Z,,,2026-06-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000068,Implementation 33000068,CAREpoint,Pending Server/Remote Access,2678400000,2026-05-31T00:00:00Z,05/30/2026,,,09/27/2026,2026-05-25T00:00:00Z,2026-05-25T00:00:00Z,2026-06-04T00:00:00Z,,,,,,,2026-06-04T00:00:00Z,2026-06-14T00:00:00Z,2026-05-31T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000069,Implementation 33000069,CAREpoint,Pending Server/Remote Access,2764800000,2026-05-30T00:00:00Z,05/03/2026,,,08/31/2026,2026-04-13T00:00:00Z,,,2026-04-13T00:00:00Z,2026-04-30T00:00:00Z,,,2026-04-30T00:00:00Z,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z,2026-05-25T00:00:00Z,2026-05-30T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000070,Implementation 33000070,CAREpoint,Pending Server/Remote Access,2851200000,2026-05-29T00:00:00Z,02/16/2026,,,06/16/2026,2026-01-30T00:00:00Z,,,2026-01-30T00:00:00Z,2026-02-07T00:00:00Z,2026-02-07T00:00:00Z,2026-02-21T00:00:00Z,,,2026-02-21T00:00:00Z,2026-03-03T00:00:00Z,2026-05-29T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000071,Implementation 33000071,CAREpoint;e-Bridge,Pending Server/Remote Access,1814400000,2026-06-10T00:00:00Z,04/07/2026,,,08/05/2026,2026-03-25T00:00:00Z,,,,,2026-03-25T00:00:00Z,2026-04-16T00:00:00Z,,,,,2026-06-10T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000072,Implementation 33000072,CAREpoint,Pending Server/Remote Access,1900800000,2026-06-09T00:00:00Z,05/05/2026,,,09/02/2026,2026-05-01T00:00:00Z,2026-05-01T00:00:00Z,2026-05-09T00:00:00Z,2026-05-09T00:00:00Z,2026-05-20T00:00:00Z,,,2026-05-20T00:00:00Z,2026-06-03T00:00:00Z,,,2026-06-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000073,Implementation 33000073,CAREpoint,Pending Server/Remote Access,1987200000,2026-06-08T00:00:00Z,02/16/2026,,,06/16/2026,2026-02-12T00:00:00Z,,,2026-02-12T00:00:00Z,2026-03-06T00:00:00Z,2026-03-06T00:00:00Z,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,2026-04-05T00:00:00Z,,,2026-06-08T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000074,Implementation 33000074,CAREpoint,Pending Server/Remote Access,2073600000,2026-06-07T00:00:00Z,04/26/2026,,,08/24/2026,2026-04-20T00:00:00Z,,,,,,,,,,,2026-06-07T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000075,Implementation 33000075,CAREpoint,Pending Server/Remote Access,2160000000,2026-06-06T00:00:00Z,03/22/2026,,,07/20/2026,2026-03-03T00:00:00Z,,,,,2026-03-03T00:00:00Z,2026-03-22T00:00:00Z,2026-03-22T00:00:00Z,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,2026-04-25T00:00:00Z,2026-06-06T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000076,Implementation 33000076,e-Bridge,Pending Server/Remote Access,2246400000,2026-06-05T00:00:00Z,05/26/2026,,,09/23/2026,2026-05-12T00:00:00Z,,,2026-05-12T00:00:00Z,2026-05-19T00:00:00Z,2026-05-19T00:00:00Z,2026-05-26T00:00:00Z,2026-05-26T00:00:00Z,2026-06-11T00:00:00Z,,,2026-06-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000077,Implementation 33000077,CAREpoint,Pending Server/Remote Access,2332800000,2026-06-04T00:00:00Z,04/10/2026,,,08/08/2026,2026-04-04T00:00:00Z,2026-04-04T00:00:00Z,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,2026-04-22T00:00:00Z,,,,,2026-04-22T00:00:00Z,2026-05-09T00:00:00Z,2026-06-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000078,Implementation 33000078,e-Bridge,Pending Server/Remote Access,2419200000,2026-06-03T00:00:00Z,04/01/2026,,,07/30/2026,2026-03-13T00:00:00Z,2026-03-13T00:00:00Z,2026-03-26T00:00:00Z,2026-03-26T00:00:00Z,2026-04-14T00:00:00Z,2026-04-14T00:00:00Z,2026-05-06T00:00:00Z,,,2026-05-06T00:00:00Z,2026-05-18T00:00:00Z,2026-06-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000079,Implementation 33000079,CAREpoint,Pending Server/Remote Access,2505600000,2026-06-02T00:00:00Z,04/11/2026,,,08/09/2026,2026-03-27T00:00:00Z,2026-03-27T00:00:00Z,2026-04-15T00:00:00Z,,,,,2026-04-15T00:00:00Z,2026-04-30T00:00:00Z,,,2026-06-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000080,Implementation 33000080,e-Bridge,Pending Server/Remote Access,3628800000,2026-05-20T00:00:00Z,02/28/2026,,,06/28/2026,2026-02-21T00:00:00Z,,,,,2026-02-21T00:00:00Z,2026-03-09T00:00:00Z,2026-03-09T00:00:00Z,2026-03-30T00:00:00Z,2026-03-30T00:00:00Z,2026-04-20T00:00:00Z,2026-05-20T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000081,Implementation 33000081,CAREpoint;e-Bridge,Pending Server/Remote Access,3715200000,2026-05-19T00:00:00Z,03/11/2026,2026-05-14,5529600000,07/09/2026,2026-02-27T00:00:00Z,,,,,,,,,2026-02-27T00:00:00Z,2026-03-11T00:00:00Z,2026-05-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000082,Implementation 33000082,CAREpoint,Pending Server/Remote Access,3801600000,2026-05-18T00:00:00Z,04/06/2026,,,08/04/2026,2026-03-26T00:00:00Z,,,,,2026-03-26T00:00:00Z,2026-04-11T00:00:00Z,,,,,2026-05-18T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000083,Implementation 33000083,CAREpoint,Pending Server/Remote Access,3888000000,2026-05-17T00:00:00Z,03/21/2026,,,07/19/2026,2026-03-09T00:00:00Z,2026-03-09T00:00:00Z,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,2026-03-26T00:00:00Z,2026-03-26T00:00:00Z,2026-04-09T00:00:00Z,,,2026-04-09T00:00:00Z,2026-04-15T00:00:00Z,2026-05-17T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000084,Implementation 33000084,CAREpoint,Pending Server/Remote Access,2937600000,2026-05-28T00:00:00Z,04/18/2026,,,08/16/2026,2026-04-16T00:00:00Z,,,2026-04-16T00:00:00Z,2026-05-02T00:00:00Z,,,2026-05-02T00:00:00Z,2026-05-09T00:00:00Z,,,2026-05-28T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000085,Implementation 33000085,e-Bridge,Pending Server/Remote Access,3024000000,2026-05-27T00:00:00Z,03/03/2026,,,07/01/2026,2026-02-20T00:00:00Z,2026-02-20T00:00:00Z,2026-02-25T00:00:00Z,,,,,2026-02-25T00:00:00Z,2026-03-11T00:00:00Z,2026-03-11T00:00:00Z,2026-03-30T00:00:00Z,2026-05-27T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000086,Implementation 33000086,CAREpoint,Pending Server/Remote Access,3110400000,2026-05-26T00:00:00Z,04/07/2026,,,08/05/2026,2026-03-30T00:00:00Z,,,,,2026-03-30T00:00:00Z,2026-04-20T00:00:00Z,2026-04-20T00:00:00Z,2026-05-02T00:00:00Z,,,2026-05-26T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,
33000087,Implementation 33000087,CAREpoint;e-Bridge,Pending Technical Readiness,3196800000,2026-05-25T00:00:00Z,06/19/2026,,,10/17/2026,2026-06-04T00:00:00Z,,,,,,,2026-05-25T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000088,Implementation 33000088,e-Bridge,Pending Technical Readiness,3283200000,2026-05-24T00:00:00Z,06/09/2026,,,10/07/2026,2026-05-23T00:00:00Z,2026-05-23T00:00:00Z,2026-05-28T00:00:00Z,,,,,2026-05-24T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000089,Implementation 33000089,CAREpoint,Pending Technical Readiness,3369600000,2026-05-23T00:00:00Z,05/10/2026,,,09/07/2026,2026-05-03T00:00:00Z,2026-05-03T00:00:00Z,2026-05-08T00:00:00Z,,,2026-05-08T00:00:00Z,2026-05-26T00:00:00Z,2026-05-23T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000090,Implementation 33000090,CAREpoint,Pending Technical Readiness,3456000000,2026-05-22T00:00:00Z,05/30/2026,,,09/27/2026,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z,2026-06-03T00:00:00Z,,,2026-06-03T00:00:00Z,2026-06-17T00:00:00Z,2026-05-22T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000091,Implementation 33000091,CAREpoint,Pending Technical Readiness,3542400000,2026-05-21T00:00:00Z,06/18/2026,,,10/16/2026,2026-06-03T00:00:00Z,,,,,2026-06-03T00:00:00Z,2026-06-07T00:00:00Z,2026-05-21T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000092,Implementation 33000092,e-Bridge,Pending Technical Readiness,3628800000,2026-05-20T00:00:00Z,05/27/2026,,,09/24/2026,2026-05-19T00:00:00Z,,,,,,,2026-05-20T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000093,Implementation 33000093,CAREpoint;e-Bridge,Pending Technical Readiness,3715200000,2026-05-19T00:00:00Z,06/15/2026,,,10/13/2026,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,2026-06-07T00:00:00Z,,,,,2026-05-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000094,Implementation 33000094,CAREpoint,Pending Technical Readiness,3801600000,2026-05-18T00:00:00Z,05/06/2026,,,09/03/2026,2026-04-20T00:00:00Z,,,2026-04-20T00:00:00Z,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,2026-05-20T00:00:00Z,2026-05-18T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000095,Implementation 33000095,CAREpoint,Pending Technical Readiness,3888000000,2026-05-17T00:00:00Z,06/08/2026,,,10/06/2026,2026-05-26T00:00:00Z,2026-05-26T00:00:00Z,2026-06-01T00:00:00Z,,,2026-06-01T00:00:00Z,2026-06-07T00:00:00Z,2026-05-17T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000096,Implementation 33000096,CAREpoint,Pending Technical Readiness,2937600000,2026-05-28T00:00:00Z,05/01/2026,,,08/29/2026,2026-04-21T00:00:00Z,,,2026-04-21T00:00:00Z,2026-05-03T00:00:00Z,2026-05-03T00:00:00Z,2026-05-24T00:00:00Z,2026-05-28T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000097,Implementation 33000097,CAREpoint,Pending Technical Readiness,3024000000,2026-05-27T00:00:00Z,05/22/2026,,,09/19/2026,2026-05-04T00:00:00Z,2026-05-04T00:00:00Z,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,2026-06-11T00:00:00Z,2026-05-27T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000098,Implementation 33000098,CAREpoint,Pending Technical Readiness,3110400000,2026-05-26T00:00:00Z,04/25/2026,,,08/23/2026,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,2026-04-27T00:00:00Z,2026-04-27T00:00:00Z,2026-05-17T00:00:00Z,2026-05-17T00:00:00Z,2026-05-26T00:00:00Z,2026-05-26T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000099,Implementation 33000099,CAREpoint,Pending Technical Readiness,3196800000,2026-05-25T00:00:00Z,06/16/2026,,,10/14/2026,2026-06-04T00:00:00Z,,,,,2026-06-04T00:00:00Z,2026-06-21T00:00:00Z,2026-05-25T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000100,Implementation 33000100,CAREpoint;e-Bridge,Pending Technical Readiness,777600000,2026-06-22T00:00:00Z,05/25/2026,,,09/22/2026,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z,2026-05-27T00:00:00Z,,,2026-05-27T00:00:00Z,2026-06-15T00:00:00Z,2026-06-22T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000101,Implementation 33000101,CAREpoint,Pending Technical Readiness,864000000,2026-06-21T00:00:00Z,05/08/2026,,,09/05/2026,2026-04-29T00:00:00Z,2026-04-29T00:00:00Z,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-06-03T00:00:00Z,,,2026-06-21T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000102,Implementation 33000102,e-Bridge,Pending Technical Readiness,950400000,2026-06-20T00:00:00Z,06/07/2026,,,10/05/2026,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-05-27T00:00:00Z,,,,,2026-06-20T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000103,Implementation 33000103,CAREpoint,Pending Technical Readiness,1036800000,2026-06-19T00:00:00Z,05/31/2026,,,09/28/2026,2026-05-17T00:00:00Z,,,2026-05-17T00:00:00Z,2026-05-24T00:00:00Z,,,2026-06-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000104,Implementation 33000104,CAREpoint;e-Bridge,Pending Technical Readiness,1123200000,2026-06-18T00:00:00Z,06/03/2026,,,10/01/2026,2026-06-01T00:00:00Z,,,,,2026-06-01T00:00:00Z,2026-06-10T00:00:00Z,2026-06-18T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000105,Implementation 33000105,CAREpoint,Pending Technical Readiness,1209600000,2026-06-17T00:00:00Z,05/31/2026,,,09/28/2026,2026-05-11T00:00:00Z,2026-05-11T00:00:00Z,2026-05-30T00:00:00Z,2026-05-30T00:00:00Z,2026-06-04T00:00:00Z,,,2026-06-17T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000106,Implementation 33000106,e-Bridge,Pending Technical Readiness,1296000000,2026-06-16T00:00:00Z,06/25/2026,,,10/23/2026,2026-06-10T00:00:00Z,,,2026-06-10T00:00:00Z,2026-06-14T00:00:00Z,,,2026-06-16T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000107,Implementation 33000107,CAREpoint,Pending Technical Readiness,1382400000,2026-06-15T00:00:00Z,07/01/2026,,,10/29/2026,2026-06-16T00:00:00Z,,,,,,,2026-06-15T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000108,Implementation 33000108,CAREpoint,Pending Technical Readiness,1468800000,2026-06-14T00:00:00Z,05/19/2026,,,09/16/2026,2026-05-10T00:00:00Z,,,2026-05-10T00:00:00Z,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,2026-05-23T00:00:00Z,2026-06-14T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000109,Implementation 33000109,e-Bridge,Pending Technical Readiness,1555200000,2026-06-13T00:00:00Z,05/25/2026,,,09/22/2026,2026-05-18T00:00:00Z,2026-05-18T00:00:00Z,2026-06-04T00:00:00Z,,,2026-06-04T00:00:00Z,2026-06-16T00:00:00Z,2026-06-13T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000110,Implementation 33000110,CAREpoint;e-Bridge,Pending Technical Readiness,1641600000,2026-06-12T00:00:00Z,06/08/2026,,,10/06/2026,2026-06-03T00:00:00Z,2026-06-03T00:00:00Z,2026-06-09T00:00:00Z,,,,,2026-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000111,Implementation 33000111,e-Bridge,Pending Technical Readiness,1728000000,2026-06-11T00:00:00Z,06/02/2026,,,09/30/2026,2026-05-14T00:00:00Z,2026-05-14T00:00:00Z,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,2026-06-11T00:00:00Z,2026-06-11T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000112,Implementation 33000112,CAREpoint,Software Installation Completed,518400000,2026-06-25T00:00:00Z,04/10/2026,2026-06-11,5356800000,08/08/2026,2026-03-24T00:00:00Z,2026-03-24T00:00:00Z,2026-03-30T00:00:00Z,,,2026-03-30T00:00:00Z,2026-04-15T00:00:00Z,2026-04-15T00:00:00Z,2026-04-25T00:00:00Z,2026-04-25T00:00:00Z,2026-05-16T00:00:00Z,,,2026-05-16T00:00:00Z,2026-06-05T00:00:00Z,2026-06-25T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000113,Implementation 33000113,CAREpoint;e-Bridge,Software Installation Completed,604800000,2026-06-24T00:00:00Z,05/15/2026,2026-05-08,-604800000,09/12/2026,2026-04-29T00:00:00Z,,,2026-04-29T00:00:00Z,2026-05-13T00:00:00Z,,,2026-05-13T00:00:00Z,2026-05-26T00:00:00Z,,,2026-05-26T00:00:00Z,2026-06-04T00:00:00Z,2026-06-04T00:00:00Z,2026-06-10T00:00:00Z,2026-06-24T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000114,Implementation 33000114,e-Bridge,Software Installation Completed,691200000,2026-06-23T00:00:00Z,06/01/2026,2026-04-30,-2764800000,09/29/2026,2026-05-26T00:00:00Z,,,,,,,,,,,2026-05-26T00:00:00Z,2026-06-04T00:00:00Z,,,2026-06-23T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000115,Implementation 33000115,e-Bridge,Software Installation Completed,777600000,2026-06-22T00:00:00Z,05/06/2026,2026-05-04,-172800000,09/03/2026,2026-04-21T00:00:00Z,,,,,,,2026-04-21T00:00:00Z,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-23T00:00:00Z,2026-05-23T00:00:00Z,2026-06-13T00:00:00Z,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000116,Implementation 33000116,CAREpoint,Software Installation Completed,864000000,2026-06-21T00:00:00Z,05/31/2026,2026-04-22,-3369600000,09/28/2026,2026-05-11T00:00:00Z,2026-05-11T00:00:00Z,2026-05-22T00:00:00Z,,,2026-05-22T00:00:00Z,2026-05-26T00:00:00Z,,,,,2026-05-26T00:00:00Z,2026-06-07T00:00:00Z,2026-06-07T00:00:00Z,2026-06-26T00:00:00Z,2026-06-21T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000117,Implementation 33000117,CAREpoint,Software Installation Completed,950400000,2026-06-20T00:00:00Z,05/29/2026,2026-06-05,604800000,09/26/2026,2026-05-15T00:00:00Z,,,,,,,2026-05-15T00:00:00Z,2026-06-01T00:00:00Z,,,,,2026-06-01T00:00:00Z,2026-06-15T00:00:00Z,2026-06-20T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000118,Implementation 33000118,CAREpoint;e-Bridge,Software Installation Completed,1036800000,2026-06-19T00:00:00Z,04/22/2026,2026-06-02,3542400000,08/20/2026,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,2026-04-28T00:00:00Z,,,2026-04-28T00:00:00Z,2026-05-10T00:00:00Z,,,2026-05-10T00:00:00Z,2026-05-29T00:00:00Z,,,,,2026-06-19T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000119,Implementation 33000119,CAREpoint,Software Installation Completed,1123200000,2026-06-18T00:00:00Z,04/05/2026,2026-05-06,2678400000,08/03/2026,2026-03-25T00:00:00Z,,,2026-03-25T00:00:00Z,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,2026-05-17T00:00:00Z,,,2026-05-17T00:00:00Z,2026-05-22T00:00:00Z,2026-06-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000120,Implementation 33000120,e-Bridge,Software Installation Completed,172800000,2026-06-29T00:00:00Z,05/26/2026,2026-05-14,-1036800000,09/23/2026,2026-05-11T00:00:00Z,,,,,,,2026-05-11T00:00:00Z,2026-05-30T00:00:00Z,,,,,2026-05-30T00:00:00Z,2026-06-08T00:00:00Z,2026-06-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000121,Implementation 33000121,CAREpoint,Software Installation Completed,259200000,2026-06-28T00:00:00Z,05/15/2026,2026-06-06,1900800000,09/12/2026,2026-04-27T00:00:00Z,,,,,2026-04-27T00:00:00Z,2026-05-12T00:00:00Z,,,2026-05-12T00:00:00Z,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,2026-06-03T00:00:00Z,,,2026-06-28T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000122,Implementation 33000122,e-Bridge,Software Installation Completed,345600000,2026-06-27T00:00:00Z,04/17/2026,,,08/15/2026,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,2026-05-13T00:00:00Z,2026-05-13T00:00:00Z,2026-05-28T00:00:00Z,,,,,2026-05-28T00:00:00Z,2026-06-05T00:00:00Z,,,2026-06-27T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000123,Implementation 33000123,CAREpoint,Software Installation Completed,432000000,2026-06-26T00:00:00Z,05/21/2026,,,09/18/2026,2026-05-17T00:00:00Z,,,,,,,,,2026-05-17T00:00:00Z,2026-06-01T00:00:00Z,,,,,2026-06-26T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000124,Implementation 33000124,CAREpoint;e-Bridge,Software Installation Completed,518400000,2026-06-25T00:00:00Z,05/03/2026,,,08/31/2026,2026-04-20T00:00:00Z,,,,,2026-04-20T00:00:00Z,2026-05-06T00:00:00Z,,,2026-05-06T00:00:00Z,2026-05-25T00:00:00Z,,,,,2026-06-25T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000125,Implementation 33000125,CAREpoint,Software Installation Completed,604800000,2026-06-24T00:00:00Z,05/16/2026,,,09/13/2026,2026-05-06T00:00:00Z,2026-05-06T00:00:00Z,2026-05-16T00:00:00Z,,,,,2026-05-16T00:00:00Z,2026-06-02T00:00:00Z,,,2026-06-02T00:00:00Z,2026-06-10T00:00:00Z,,,2026-06-24T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000126,Implementation 33000126,CAREpoint,Software Installation Completed,691200000,2026-06-23T00:00:00Z,05/23/2026,,,09/20/2026,2026-05-05T00:00:00Z,,,,,2026-05-05T00:00:00Z,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z,2026-06-04T00:00:00Z,,,,,2026-06-04T00:00:00Z,2026-06-15T00:00:00Z,2026-06-23T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000127,Implementation 33000127,CAREpoint;e-Bridge,Software Installation Completed,777600000,2026-06-22T00:00:00Z,05/21/2026,,,09/18/2026,2026-05-04T00:00:00Z,,,2026-05-04T00:00:00Z,2026-05-22T00:00:00Z,2026-05-22T00:00:00Z,2026-05-28T00:00:00Z,,,2026-05-28T00:00:00Z,2026-06-19T00:00:00Z,,,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,,,,,,,
